adminPcode,name,male_population_2015,female_population_2015,population_2015,crude_birth_rate_2015,male_population_2016,female_population_2016,population_2016,crude_birth_rate_2016,male_population_2017,female_population_2017,population_2017,crude_birth_rate_2017,male_population_2018,female_population_2018,population_2018,crude_birth_rate_2018,male_population_2019,female_population_2019,population_2019,crude_birth_rate_2019,male_population_2020,female_population_2020,population_2020,crude_birth_rate_2020,male_population_2021,female_population_2021,population_2021,crude_birth_rate_2021,male_population_2022,female_population_2022,population_2022,crude_birth_rate_2022,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023,male_population_2024,female_population_2024,population_2024,crude_birth_rate_2024
UG362204,KIGANJA,10000,10000,20000,36.1
UG36188,KYABIGAMBIRE,10000,10000,20000,36.1
UG36187,KITOBA,10000,10000,20000,36.1
UG361831,BUJUMBURA DIVISION,10000,10000,20000,36.1
UG361832,MPARO DIVISION,10000,10000,20000,36.1
UG362203,KISUKUMA,10000,10000,20000,36.1
UG362201,KAPAAPI,10000,10000,20000,36.1
UG361833,BUSIISI DIVISION,10000,10000,20000,36.1
UG362207,KIJONGO,10000,10000,20000,36.1
UG36181,BUHANIKA,10000,10000,20000,36.1
UG36189,KABAALE,10000,10000,20000,36.1
UG362206,KIGOROBYA TOWN COUNCIL,10000,10000,20000,36.1
UG3611283,NYAMAREBE,10000,10000,20000,36.1
UG3611282,KICUZI,10000,10000,20000,36.1
UG3612532,BUFUNDA DIVISION,10000,10000,20000,36.1
UG3612531,BISHESHE DIVISION,10000,10000,20000,36.1
UG3612533,KAGONGO DIVISION,10000,10000,20000,36.1
UG3611286,KIJONGO,10000,10000,20000,36.1
UG3611284,NYABUHIKYE,10000,10000,20000,36.1
UG3611285,RUKIRI,10000,10000,20000,36.1
UG3611288,RWENKOBWA TOWN COUNCIL,10000,10000,20000,36.1
UG3611287,RUSHANGO TOWN COUNCIL,10000,10000,20000,36.1
UG31131741,BWIKARA,10000,10000,20000,36.1
UG31134613,KYENZIGE,10000,10000,20000,36.1
UG3113465,MABAALE,10000,10000,20000,36.1
UG3113466,ISUNGA,10000,10000,20000,36.1
UG311317416,RUTEETE,10000,10000,20000,36.1
UG31131749,NYAKARONGO,10000,10000,20000,36.1
UG31131745,MAIRIRWE,10000,10000,20000,36.1
UG31131743,MUHORRO TOWN COUNCIL,10000,10000,20000,36.1
UG31131744,GALIBOLEKA,10000,10000,20000,36.1
UG3113461,NYABUTANZI,10000,10000,20000,36.1
UG31134610,KICUCURA,10000,10000,20000,36.1
UG311317413,KYATEREKERA TOWN COUNCIL,10000,10000,20000,36.1
UG31134611,KABAMBA,10000,10000,20000,36.1
UG311317417,BUHUMULIRO,10000,10000,20000,36.1
UG3113469,KAGADI TOWN COUNCIL,10000,10000,20000,36.1
UG3113462,KAGADI,10000,10000,20000,36.1
UG311317411,MPEEFU YA SANDE TOWN COUNCIL,10000,10000,20000,36.1
UG31131747,MUHORRO,10000,10000,20000,36.1
UG311317410,BURORA,10000,10000,20000,36.1
UG3113467,KAMUROZA,10000,10000,20000,36.1
UG311317415,KANYABEEBE,10000,10000,20000,36.1
UG31134614,KYENZIGE TOWN COUNCIL,10000,10000,20000,36.1
UG3113468,KINYARUGONJO,10000,10000,20000,36.1
UG31131748,RUGASHARI,10000,10000,20000,36.1
UG31134615,PACHWA,10000,10000,20000,36.1
UG31131742,KYAKABADIIMA,10000,10000,20000,36.1
UG3113463,KIRYANGA,10000,10000,20000,36.1
UG311317414,NDAIGA,10000,10000,20000,36.1
UG3113464,KYANAISOKE,10000,10000,20000,36.1
UG31131746,MPEEFU,10000,10000,20000,36.1
UG311317412,KYATEREKERA,10000,10000,20000,36.1
UG31144514,KIKOORA,10000,10000,20000,36.1
UG31144510,KIJANGI,10000,10000,20000,36.1
UG31141738,MPASAANA,10000,10000,20000,36.1
UG3114456,IGAYAZA TOWN COUNCIL,10000,10000,20000,36.1
UG31141733,KIBIJJO,10000,10000,20000,36.1
UG3114453,KASAMBYA,10000,10000,20000,36.1
UG3114455,NALWEYO,10000,10000,20000,36.1
UG31141734,KISIITA,10000,10000,20000,36.1
UG31141735,MWITANZIGE,10000,10000,20000,36.1
UG31144511,KISENGWE,10000,10000,20000,36.1
UG3114451,BWANSWA,10000,10000,20000,36.1
UG31144512,KYABASAIJA,10000,10000,20000,36.1
UG3114452,KAKINDO,10000,10000,20000,36.1
UG3114454,KAKUMIRO TOWN COUNCIL,10000,10000,20000,36.1
UG31141732,KISIITA TOWN COUNCIL,10000,10000,20000,36.1
UG31141736,NKOOKO,10000,10000,20000,36.1
UG31144513,KAKINDO TOWN COUNCIL,10000,10000,20000,36.1
UG3114459,KIKWAYA,10000,10000,20000,36.1
UG3114458,KITAIHUKA,10000,10000,20000,36.1
UG31141731,KATIKARA,10000,10000,20000,36.1
UG3114457,BIREMBO,10000,10000,20000,36.1
UG315446,MUHOKYA,10000,10000,20000,36.1
UG315442,KITSWAMBA,10000,10000,20000,36.1
UG3154410,IBANDA-KYANYA TOWN COUNCIL,10000,10000,20000,36.1
UG315433,KYONDO,10000,10000,20000,36.1
UG315448,RUGENDABARA-KIKONGO TOWN COUNCIL,10000,10000,20000,36.1
UG315432,KYARUMBA,10000,10000,20000,36.1
UG315447,RUKOKI,10000,10000,20000,36.1
UG315431,KISINGA,10000,10000,20000,36.1
UG315441,KARUSANDARA,10000,10000,20000,36.1
UG315434,MAHANGO,10000,10000,20000,36.1
UG315435,NYAKIYUMBU,10000,10000,20000,36.1
UG315443,KYABARUNGIRA,10000,10000,20000,36.1
UG315444,MALIBA,10000,10000,20000,36.1
UG315436,NYAKATONZI,10000,10000,20000,36.1
UG315449,NYAKABINGO,10000,10000,20000,36.1
UG3151851,BULEMBIA DIVISION,10000,10000,20000,36.1
UG315445,LAKE KATWE,10000,10000,20000,36.1
UG315439,KITABU,10000,10000,20000,36.1
UG315437,KISINGA TOWN COUNCIL,10000,10000,20000,36.1
UG3154310,KYARUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG315438,KINYAMESEKE TOWN COUNCIL,10000,10000,20000,36.1
UG3151852,CENTRAL DIVISION,10000,10000,20000,36.1
UG3151853,NYAMWAMBA DIVISION,10000,10000,20000,36.1
UG3164713,KYAKAZIHIRE,10000,10000,20000,36.1
UG316471,BWAMIRAMIRA,10000,10000,20000,36.1
UG3164712,KAYANJA,10000,10000,20000,36.1
UG316474,MATALE,10000,10000,20000,36.1
UG316477,NYAMARWA,10000,10000,20000,36.1
UG316476,BUBANGO,10000,10000,20000,36.1
UG3164711,KARAMA,10000,10000,20000,36.1
UG3164710,KASIMBI,10000,10000,20000,36.1
UG316479,KABASEKENDE,10000,10000,20000,36.1
UG316478,NYAMARUNDA,10000,10000,20000,36.1
UG316475,MUGARAMA,10000,10000,20000,36.1
UG316472,KIBAALE TOWN COUNCIL,10000,10000,20000,36.1
UG316473,KYEBANDO,10000,10000,20000,36.1
UG317482,DDWANIRO,10000,10000,20000,36.1
UG317485,KIBOGA TOWN COUNCIL,10000,10000,20000,36.1
UG317487,MUWANGA,10000,10000,20000,36.1
UG3174810,KAYERA,10000,10000,20000,36.1
UG3174813,NAKASOZI,10000,10000,20000,36.1
UG317481,BUKOMERO,10000,10000,20000,36.1
UG3174811,KYEKUMBYA,10000,10000,20000,36.1
UG317483,KAPEKE,10000,10000,20000,36.1
UG317486,LWAMATA,10000,10000,20000,36.1
UG3174814,NKANDWA,10000,10000,20000,36.1
UG317488,BUKOMERO TOWN COUNCIL,10000,10000,20000,36.1
UG3174812,KYOMYA,10000,10000,20000,36.1
UG317484,KIBIGA,10000,10000,20000,36.1
UG317489,LWAMATA TOWN COUNCIL,10000,10000,20000,36.1
UG3922191,KARUMA TOWN COUNCIL,10000,10000,20000,36.1
UG3921648,MBOIRA,10000,10000,20000,36.1
UG3922198,KYANKENDE,10000,10000,20000,36.1
UG3922196,BWEYALE TOWN COUNCIL,10000,10000,20000,36.1
UG3922199,NYAMAHASA,10000,10000,20000,36.1
UG3922193,DIIMA,10000,10000,20000,36.1
UG3921643,MASINDI PORT,10000,10000,20000,36.1
UG3922195,KICHWABUGINGO,10000,10000,20000,36.1
UG3921641,KIGUMBA,10000,10000,20000,36.1
UG3922192,KIRYANDONGO,10000,10000,20000,36.1
UG3922194,MUTUNDA,10000,10000,20000,36.1
UG3921645,KIGUMBA TOWN COUNCIL,10000,10000,20000,36.1
UG3922197,KIRYANDONGO TOWN COUNCIL,10000,10000,20000,36.1
UG39320410,BANANYWA,10000,10000,20000,36.1
UG39316516,MUWANGI,10000,10000,20000,36.1
UG3932046,BANDA,10000,10000,20000,36.1
UG3932041,BUTEMBA,10000,10000,20000,36.1
UG3932044,KYANKWANZI TOWN COUNCIL,10000,10000,20000,36.1
UG3931656,NTWETWE,10000,10000,20000,36.1
UG39316514,KIRYANNONGO,10000,10000,20000,36.1
UG3932049,BUTEMBA TOWN COUNCIL,10000,10000,20000,36.1
UG3931657,WATTUBA,10000,10000,20000,36.1
UG39316511,NKANDWA,10000,10000,20000,36.1
UG3932042,BYERIMA,10000,10000,20000,36.1
UG3932047,KIGANDO,10000,10000,20000,36.1
UG3932045,NSAMBYA,10000,10000,20000,36.1
UG3931652,GAYAZA,10000,10000,20000,36.1
UG3931654,MULAGI,10000,10000,20000,36.1
UG3931658,NTWETWE TOWN COUNCIL,10000,10000,20000,36.1
UG39316515,KISALA,10000,10000,20000,36.1
UG3932043,KYANKWANZI,10000,10000,20000,36.1
UG39316512,MASODDE-KALAGI TOWN COUNCIL,10000,10000,20000,36.1
UG39316513,WATTUBA TOWN COUNCIL,10000,10000,20000,36.1
UG3842247,RWENTUHA,10000,10000,20000,36.1
UG3842245,MPARA,10000,10000,20000,36.1
UG3842246,RUYONZA,10000,10000,20000,36.1
UG3842241,MPARA TOWN COUNCIL,10000,10000,20000,36.1
UG3842244,KYEGEGWA,10000,10000,20000,36.1
UG3841561,HAPUUYO,10000,10000,20000,36.1
UG3841568,KYEGEGWA TOWN COUNCIL,10000,10000,20000,36.1
UG38415614,NKAAKWA,10000,10000,20000,36.1
UG3841562,KAKABARA,10000,10000,20000,36.1
UG3841563,KASULE,10000,10000,20000,36.1
UG3842242,KAZINGA TOWN COUNCIL,10000,10000,20000,36.1
UG38415613,KAKABARA TOWN COUNCIL,10000,10000,20000,36.1
UG3842243,MIGAMBA,10000,10000,20000,36.1
UG3841569,KIGAMBO,10000,10000,20000,36.1
UG3842248,NKANJA,10000,10000,20000,36.1
UG38415610,MIGONGWE,10000,10000,20000,36.1
UG38415611,HAPUUYO TOWN COUNCIL,10000,10000,20000,36.1
UG38415612,KYATEGA,10000,10000,20000,36.1
UG3481098,NYABUHARWA,10000,10000,20000,36.1
UG34810911,NYABIRONGO,10000,10000,20000,36.1
UG3482304,KYARUSOZI,10000,10000,20000,36.1
UG34810915,BATALIKA,10000,10000,20000,36.1
UG3481093,NYANTUNGO,10000,10000,20000,36.1
UG3481092,KIHUURA,10000,10000,20000,36.1
UG34810910,KISOJO TOWN COUNCIL,10000,10000,20000,36.1
UG3482307,KYARUSOZI TOWN COUNCIL,10000,10000,20000,36.1
UG3481091,BUTIITI,10000,10000,20000,36.1
UG34810913,KITEGA,10000,10000,20000,36.1
UG3481097,KISOJO,10000,10000,20000,36.1
UG3481094,KYENJOJO TOWN COUNCIL,10000,10000,20000,36.1
UG3482305,RUGOMBE TOWN COUNCIL,10000,10000,20000,36.1
UG3482302,BUGAAKI,10000,10000,20000,36.1
UG3481099,KYAMUTUNZI TOWN COUNCIL,10000,10000,20000,36.1
UG34810914,KIGOYERA,10000,10000,20000,36.1
UG3481095,NYANKWANZI,10000,10000,20000,36.1
UG3482301,NYAKISI,10000,10000,20000,36.1
UG3481096,KIGARAALE,10000,10000,20000,36.1
UG3482306,KATOOKE TOWN COUNCIL,10000,10000,20000,36.1
UG3482303,KATOOKE,10000,10000,20000,36.1
UG34810912,MABIRA TOWN COUNCIL,10000,10000,20000,36.1
UG325623,KABANGO TOWN COUNCIL,10000,10000,20000,36.1
UG325626,NYANTONZI,10000,10000,20000,36.1
UG325636,PAKANYI,10000,10000,20000,36.1
UG325621,BUDONGO,10000,10000,20000,36.1
UG325634,MIIRYA,10000,10000,20000,36.1
UG325625,BIKONZI,10000,10000,20000,36.1
UG3251864,KIGULYA DIVISION,10000,10000,20000,36.1
UG3251862,NYANGAHYA DIVISION,10000,10000,20000,36.1
UG325622,BWIJANGA,10000,10000,20000,36.1
UG325633,LABONGO,10000,10000,20000,36.1
UG325635,KIRULI,10000,10000,20000,36.1
UG325638,KIJUNJUBWA TOWN COUNCIL,10000,10000,20000,36.1
UG325637,KIJUNJUBWA,10000,10000,20000,36.1
UG3251861,KARUJUBU DIVISION,10000,10000,20000,36.1
UG3251863,CENTRAL DIVISION,10000,10000,20000,36.1
UG325624,BULIIMA TOWN COUNCIL,10000,10000,20000,36.1
UG325632,KIMENGO,10000,10000,20000,36.1
UG325631,KYATIRI TOWN COUNCIL,10000,10000,20000,36.1
UG3682472,CENTRAL DIVISION,10000,10000,20000,36.1
UG3681381,BULERA,10000,10000,20000,36.1
UG3681372,KAKINDU,10000,10000,20000,36.1
UG3681375,BBANDA,10000,10000,20000,36.1
UG3681374,MALANGALA,10000,10000,20000,36.1
UG3681382,KIKANDWA,10000,10000,20000,36.1
UG3681376,BBANDA TOWN COUNCIL,10000,10000,20000,36.1
UG3681385,SSEKANYONYI TOWN COUNCIL,10000,10000,20000,36.1
UG3681383,SSEKANYONYI,10000,10000,20000,36.1
UG3682471,BUSIMBI DIVISION,10000,10000,20000,36.1
UG3681371,BUTAYUNJA,10000,10000,20000,36.1
UG3682473,TTAMU DIVISION,10000,10000,20000,36.1
UG3681373,MAANYI,10000,10000,20000,36.1
UG3681384,NAMUNGO,10000,10000,20000,36.1
UG36813810,BUSUNJU TOWN COUNCIL,10000,10000,20000,36.1
UG3681377,ZIGOTI TOWN COUNCIL,10000,10000,20000,36.1
UG3312483,WEST DIVISION,10000,10000,20000,36.1
UG3312482,SOUTH DIVISION,10000,10000,20000,36.1
UG3311759,NABINGOOLA,10000,10000,20000,36.1
UG331762,BUTOLOOGO,10000,10000,20000,36.1
UG33117511,NABINGOOLA TOWN COUNCIL,10000,10000,20000,36.1
UG331766,MADUDU,10000,10000,20000,36.1
UG3311758,KIGANDO,10000,10000,20000,36.1
UG331763,KALONGA,10000,10000,20000,36.1
UG331764,KITENGA,10000,10000,20000,36.1
UG331761,KIRUUMA,10000,10000,20000,36.1
UG3312481,EAST DIVISION,10000,10000,20000,36.1
UG3311753,KASAMBYA,10000,10000,20000,36.1
UG331768,KAYEBE,10000,10000,20000,36.1
UG33117510,KASAMBYA TOWN COUNCIL,10000,10000,20000,36.1
UG3311751,BAGEZZA,10000,10000,20000,36.1
UG331765,KIYUUNI,10000,10000,20000,36.1
UG3311752,KIBALINGA,10000,10000,20000,36.1
UG3311754,LUBIMBIRI,10000,10000,20000,36.1
UG3961684,BUTUNGAMA,10000,10000,20000,36.1
UG3961685,BWERAMULE,10000,10000,20000,36.1
UG3961689,KARUGUTU TOWN COUNCIL,10000,10000,20000,36.1
UG3961682,KARUGUTU,10000,10000,20000,36.1
UG3961681,KANARA,10000,10000,20000,36.1
UG39616810,RWEBISENGO TOWN COUNCIL,10000,10000,20000,36.1
UG3961683,RWEBISENGO,10000,10000,20000,36.1
UG3961687,NOMBE,10000,10000,20000,36.1
UG3961686,KIBUUKU TOWN COUNCIL,10000,10000,20000,36.1
UG3961688,KANARA TOWN COUNCIL,10000,10000,20000,36.1
UG4123201,BUYANGA,10000,10000,20000,36.1
UG4123206,IGOMBE,10000,10000,20000,36.1
UG4123203,MAKUUTU,10000,10000,20000,36.1
UG4123205,BUSEMBATIA TOWN COUNCIL,10000,10000,20000,36.1
UG4123202,IBULANKU,10000,10000,20000,36.1
UG4123204,NAMALEMBA,10000,10000,20000,36.1
UG4118851,BUTEBO,10000,10000,20000,36.1
UG41188512,KANYUM,10000,10000,20000,36.1
UG4118858,MAIZIMASA,10000,10000,20000,36.1
UG4118853,KAKORO,10000,10000,20000,36.1
UG41188511,KADOKOLENE,10000,10000,20000,36.1
UG4118855,PETETE,10000,10000,20000,36.1
UG4118854,KABWANGASI TOWN COUNCIL,10000,10000,20000,36.1
UG4118852,KABWANGASI,10000,10000,20000,36.1
UG41188510,PUTTI,10000,10000,20000,36.1
UG4118856,KANGINIMA,10000,10000,20000,36.1
UG41188513,KABELAI,10000,10000,20000,36.1
UG4118857,KAKORO TOWN COUNCIL,10000,10000,20000,36.1
UG4118859,KACHURU,10000,10000,20000,36.1
UG41188514,KAPUNYASI,10000,10000,20000,36.1
UG412025718,BUMBO TOWN COUNCIL,10000,10000,20000,36.1
UG41202579,LWAKHAKHA TOWN COUNCIL,10000,10000,20000,36.1
UG41202578,TSEKULULU,10000,10000,20000,36.1
UG412025726,MUKHUYU,10000,10000,20000,36.1
UG41202576,MAGALE,10000,10000,20000,36.1
UG412025724,BUMUMALI,10000,10000,20000,36.1
UG412025714,BUKHABUSI,10000,10000,20000,36.1
UG41202577,NAMABYA,10000,10000,20000,36.1
UG41202575,BUBUTU,10000,10000,20000,36.1
UG412025716,NAMISINDWA TOWN COUNCIL,10000,10000,20000,36.1
UG41202571,BUWABWALA,10000,10000,20000,36.1
UG412025713,BUKIABI,10000,10000,20000,36.1
UG41202574,BUPOTO,10000,10000,20000,36.1
UG412025719,BUMITYERO,10000,10000,20000,36.1
UG412025715,BUKHAWEKA,10000,10000,20000,36.1
UG412025722,NABITSIKHI,10000,10000,20000,36.1
UG412025712,NAMBOKO,10000,10000,20000,36.1
UG412025720,NAMITSA,10000,10000,20000,36.1
UG412025721,BUWAMBWA,10000,10000,20000,36.1
UG412025711,MUKOTO,10000,10000,20000,36.1
UG412025710,BUKOKHO,10000,10000,20000,36.1
UG41202572,BUMWONI,10000,10000,20000,36.1
UG412025723,BUWATUWA,10000,10000,20000,36.1
UG412025725,BUNGATI,10000,10000,20000,36.1
UG41202573,BUMBO,10000,10000,20000,36.1
UG412025717,MAGALE TOWN COUNCIL,10000,10000,20000,36.1
UG4351907,OBOLISO,10000,10000,20000,36.1
UG4352177,OPWATETA,10000,10000,20000,36.1
UG4351906,KAUKURA,10000,10000,20000,36.1
UG43519011,CHELEKURA,10000,10000,20000,36.1
UG4351903,GOGONYO,10000,10000,20000,36.1
UG4358712,OLOK,10000,10000,20000,36.1
UG4351902,APOPONG,10000,10000,20000,36.1
UG435876,PALLISA,10000,10000,20000,36.1
UG4351908,OBUTET,10000,10000,20000,36.1
UG4352171,KIBALE TOWN COUNCIL,10000,10000,20000,36.1
UG4352174,KIBALE,10000,10000,20000,36.1
UG435879,KAMUGE,10000,10000,20000,36.1
UG43519010,AKISIM,10000,10000,20000,36.1
UG435871,KAMUGE TOWN COUNCIL,10000,10000,20000,36.1
UG4351905,AGULE TOWN COUNCIL,10000,10000,20000,36.1
UG435877,PALLISA TOWN COUNCIL,10000,10000,20000,36.1
UG435872,BOLISO I,10000,10000,20000,36.1
UG4351901,AGULE,10000,10000,20000,36.1
UG435878,PUTI-PUTI,10000,10000,20000,36.1
UG4351904,KAMEKE,10000,10000,20000,36.1
UG435875,KASODO,10000,10000,20000,36.1
UG4721431,BUDAKA,10000,10000,20000,36.1
UG4721437,KACHOMO TOWN COUNCIL,10000,10000,20000,36.1
UG47219411,KATIRA,10000,10000,20000,36.1
UG4721945,KAMONKOLI TOWN COUNCIL,10000,10000,20000,36.1
UG4721947,KAMERUKA,10000,10000,20000,36.1
UG4721438,BUDAKA TOWN COUNCIL,10000,10000,20000,36.1
UG47214313,NANSANGA,10000,10000,20000,36.1
UG4721943,KAKOLI,10000,10000,20000,36.1
UG4721434,TADEMERI,10000,10000,20000,36.1
UG47219412,MUGITI,10000,10000,20000,36.1
UG4721435,LYAMA,10000,10000,20000,36.1
UG4721436,NABOA TOWN COUNCIL,10000,10000,20000,36.1
UG4721439,KACHOMO,10000,10000,20000,36.1
UG47214310,KAKULE,10000,10000,20000,36.1
UG4721942,IKI-IKI,10000,10000,20000,36.1
UG4721944,KAMONKOLI,10000,10000,20000,36.1
UG4721941,KADIMUKOLI,10000,10000,20000,36.1
UG4721946,IKI-IKI TOWN COUNCIL,10000,10000,20000,36.1
UG4721432,KABUNA,10000,10000,20000,36.1
UG4721433,KADERUNA,10000,10000,20000,36.1
UG4782266,BUMAYOKA,10000,10000,20000,36.1
UG47815010,BUMASHETI,10000,10000,20000,36.1
UG4781503,BUKIBOKOLO,10000,10000,20000,36.1
UG4781507,BUSHIKA,10000,10000,20000,36.1
UG47815017,BUKIGAI TOWN COUNCIL,10000,10000,20000,36.1
UG47815020,BUNABUTITI,10000,10000,20000,36.1
UG47822610,BUNDESI,10000,10000,20000,36.1
UG4781502,BUDUDA,10000,10000,20000,36.1
UG4782265,BULUCHEKE,10000,10000,20000,36.1
UG47822612,BUSHIYI,10000,10000,20000,36.1
UG47815011,BUSHIRIBO,10000,10000,20000,36.1
UG47815022,BUKIBINO,10000,10000,20000,36.1
UG4782262,KUUSHU TOWN COUNCIL,10000,10000,20000,36.1
UG47822613,BUWALI,10000,10000,20000,36.1
UG4781504,BUKIGAI,10000,10000,20000,36.1
UG47815015,NAKATSI,10000,10000,20000,36.1
UG47815019,KIKHOLO TOWN COUNCIL,10000,10000,20000,36.1
UG4781508,BUDUDA TOWN COUNCIL,10000,10000,20000,36.1
UG4782269,BUKALASI,10000,10000,20000,36.1
UG47815014,NABWEYA,10000,10000,20000,36.1
UG47815021,BUNATSAMI,10000,10000,20000,36.1
UG47822616,NALWANZA,10000,10000,20000,36.1
UG4782268,BUSIRIWA,10000,10000,20000,36.1
UG4782263,BUFUMA,10000,10000,20000,36.1
UG4782264,MABONO,10000,10000,20000,36.1
UG4782267,BUMWALUKANI,10000,10000,20000,36.1
UG4782261,BUBIITA,10000,10000,20000,36.1
UG47815018,NANGAKO TOWN COUNCIL,10000,10000,20000,36.1
UG441998,BUSOWA TOWN COUNCIL,10000,10000,20000,36.1
UG441996,NAMAYEMBA TOWN COUNCIL,10000,10000,20000,36.1
UG441997,NANKOMA TOWN COUNCIL,10000,10000,20000,36.1
UG441995,NABUKALU,10000,10000,20000,36.1
UG441994,NANKOMA,10000,10000,20000,36.1
UG441992,BUWUNGA,10000,10000,20000,36.1
UG441999,BUWUNI TOWN COUNCIL,10000,10000,20000,36.1
UG441993,MUTERERE,10000,10000,20000,36.1
UG4419910,MUTERERE TOWN COUNCIL,10000,10000,20000,36.1
UG441991,BULESA,10000,10000,20000,36.1
UG4412552,WESTERN DIVISION,10000,10000,20000,36.1
UG4412551,EASTERN DIVISION,10000,10000,20000,36.1
UG45912617,BRIM,10000,10000,20000,36.1
UG45912616,LWONGON,10000,10000,20000,36.1
UG45912614,AMANANG,10000,10000,20000,36.1
UG45912610,RIWO,10000,10000,20000,36.1
UG4591266,CHEPKWASTA,10000,10000,20000,36.1
UG4591264,SUAM,10000,10000,20000,36.1
UG4591261,BUKWA,10000,10000,20000,36.1
UG45912612,TULEL,10000,10000,20000,36.1
UG4591262,CHESOWER,10000,10000,20000,36.1
UG45912618,KAPKOROS,10000,10000,20000,36.1
UG4591267,KAMET,10000,10000,20000,36.1
UG45912613,KAPSARUR,10000,10000,20000,36.1
UG4591268,KAPTERERWO,10000,10000,20000,36.1
UG45912615,MUTUSHET,10000,10000,20000,36.1
UG4591263,KABEI,10000,10000,20000,36.1
UG4591269,KORTEK,10000,10000,20000,36.1
UG4591265,BUKWO TOWN COUNCIL,10000,10000,20000,36.1
UG45912611,SENENDET,10000,10000,20000,36.1
UG48916117,BULAMBULI TOWN COUNCIL,10000,10000,20000,36.1
UG4892099,SISIYI,10000,10000,20000,36.1
UG4891618,MUYEMBE,10000,10000,20000,36.1
UG48916111,BWIKHONGE,10000,10000,20000,36.1
UG4892095,BULUGANYA,10000,10000,20000,36.1
UG4892093,BULAGO,10000,10000,20000,36.1
UG4892096,NABIWUTULU,10000,10000,20000,36.1
UG48920914,NAMISUNI,10000,10000,20000,36.1
UG48920916,BULEGENI TOWN COUNCIL,10000,10000,20000,36.1
UG4892092,BUFUMBO,10000,10000,20000,36.1
UG48916113,NABBONGO,10000,10000,20000,36.1
UG48916121,BUMUFUNI,10000,10000,20000,36.1
UG4891616,BUNAMBUTYE,10000,10000,20000,36.1
UG4891612,BUKHALU,10000,10000,20000,36.1
UG48916122,BUNALWERE,10000,10000,20000,36.1
UG48920912,LUSHA,10000,10000,20000,36.1
UG4892091,BUGINYANYA,10000,10000,20000,36.1
UG4892098,SOTTI,10000,10000,20000,36.1
UG48920910,BUMASOBO,10000,10000,20000,36.1
UG48920918,BUMUGIBOLE,10000,10000,20000,36.1
UG48916120,BUYAGA TOWN COUNCIL,10000,10000,20000,36.1
UG48916123,BUWANYANGA,10000,10000,20000,36.1
UG4892097,MASIRA,10000,10000,20000,36.1
UG4892094,BULEGENI,10000,10000,20000,36.1
UG48920919,KAMU,10000,10000,20000,36.1
UG48920915,SIMU,10000,10000,20000,36.1
UG4421007,SIKUDA,10000,10000,20000,36.1
UG4421004,MASABA,10000,10000,20000,36.1
UG4421002,TIIRA TOWN COUNCIL,10000,10000,20000,36.1
UG4421821,EASTERN DIVISION,10000,10000,20000,36.1
UG4421003,LUNYO,10000,10000,20000,36.1
UG4421006,BUYANGA,10000,10000,20000,36.1
UG4421001,BULUMBI,10000,10000,20000,36.1
UG4421008,NAMUNGONDI TOWN COUNCIL,10000,10000,20000,36.1
UG4421005,MASAFU,10000,10000,20000,36.1
UG4421009,LUMINO-MAJANJI TOWN COUNCIL,10000,10000,20000,36.1
UG44210010,MASAFU TOWN COUNCIL,10000,10000,20000,36.1
UG4421822,WESTERN DIVISION,10000,10000,20000,36.1
UG4601927,NAWANJOFU,10000,10000,20000,36.1
UG4601278,BUTALEJA TOWN COUNCIL,10000,10000,20000,36.1
UG46019210,BUSABI,10000,10000,20000,36.1
UG46012711,HIMUTU,10000,10000,20000,36.1
UG46012710,BUFUJJA-KACHONGA TOWN COUNCIL,10000,10000,20000,36.1
UG4601923,BUSOLWE,10000,10000,20000,36.1
UG4601922,BUSABA,10000,10000,20000,36.1
UG4601276,MAZIMASA,10000,10000,20000,36.1
UG46012712,NAWEYO,10000,10000,20000,36.1
UG4601921,BUDUMBA,10000,10000,20000,36.1
UG4601924,BUSABA TOWN COUNCIL,10000,10000,20000,36.1
UG4601929,BUSOLWE TOWN COUNCIL,10000,10000,20000,36.1
UG4601274,BUTALEJA,10000,10000,20000,36.1
UG4601271,NABIGANDA TOWN COUNCIL,10000,10000,20000,36.1
UG4601275,KACHONGA,10000,10000,20000,36.1
UG4831557,NDOLWA,10000,10000,20000,36.1
UG4831792,IRUNDU TOWN COUNCIL,10000,10000,20000,36.1
UG4831791,BUGAYA,10000,10000,20000,36.1
UG4831556,BUYENDE TOWN COUNCIL,10000,10000,20000,36.1
UG4831796,NGANDHO,10000,10000,20000,36.1
UG4831794,GUMPI,10000,10000,20000,36.1
UG4831795,IRUNDU,10000,10000,20000,36.1
UG4831551,BUKUNGU TOWN COUNCIL,10000,10000,20000,36.1
UG4831552,BUYENDE,10000,10000,20000,36.1
UG4831793,KAGULU,10000,10000,20000,36.1
UG4831553,KIDERA TOWN COUNCIL,10000,10000,20000,36.1
UG4831554,KIDERA,10000,10000,20000,36.1
UG4831555,NKONDO,10000,10000,20000,36.1
UG4831558,BUYANJA,10000,10000,20000,36.1
UG471842,NORTHERN DIVISION,10000,10000,20000,36.1
UG47211,NABITENDE,10000,10000,20000,36.1
UG47213,NAMUNGALWE,10000,10000,20000,36.1
UG47214,NAWANDALA,10000,10000,20000,36.1
UG47215,NAWANYINGI,10000,10000,20000,36.1
UG471841,CENTRAL DIVISION,10000,10000,20000,36.1
