admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
AII-VU/AJIVU,UG521491,TEREGO WEST,UG52149,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
PAJULU,UG5254,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
ODUPI,UG522355,TEREGO EAST,UG52235,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
URIAMA,UG522356,TEREGO EAST,UG52235,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
OWALO,UG55159,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PALARO,UG55154,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PAIBONA,UG551511,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PAICHO,UG55153,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
OWOO,UG551510,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
UNYAMA,UG55156,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
LAROO,UG55162,GULU MUNICIPALITY,UG5516,GULU,UG55,NORTH WEST,UG5,Uganda,UG
BAR-DEGE,UG55161,GULU MUNICIPALITY,UG5516,GULU,UG55,NORTH WEST,UG5,Uganda,UG
OMEL,UG55158,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
LALIYA,UG55157,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PATIKO,UG55155,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
LAYIBI,UG55163,GULU MUNICIPALITY,UG5516,GULU,UG55,NORTH WEST,UG5,Uganda,UG
BUNGATIRA,UG55152,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
AWACH,UG55151,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PECE,UG55164,GULU MUNICIPALITY,UG5516,GULU,UG55,NORTH WEST,UG5,Uganda,UG
PUKONY,UG551512,ASWA,UG5515,GULU,UG55,NORTH WEST,UG5,Uganda,UG
CENTRAL DIVISION,UG5192421,KITGUM MUNICIPALITY,UG519242,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
OMIYA-ANYIMA WEST,UG5192069,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
OROM,UG5192067,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
AKWANG,UG519509,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
NAMOKORA TOWN COUNCIL,UG5192061,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
KITGUM MATIDI,UG519501,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
MUCHWINI,UG5192065,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
PANDWONG DIVISION,UG5192422,KITGUM MUNICIPALITY,UG519242,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
LALANO,UG5195012,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
NAM-OKORA,UG5192066,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
MUCHWINI WEST,UG5192064,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
MUCHWINI EAST,UG5192063,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
OMIYA-ANYIMA,UG51920610,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
KITENY,UG5192062,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
LAGORO,UG519508,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
OROM EAST,UG51920611,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
LABONGO-AMIDA,UG519504,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
LABONGO-AMIDA WEST,UG5195013,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
NAM-OKORA NORTH,UG5192068,CHUA EAST,UG519206,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
LABONGO-LAYAMO,UG519503,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
PAGER DIVISION,UG5192423,KITGUM MUNICIPALITY,UG519242,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
KITGUM MATIDI TOWN COUNCIL,UG5195011,CHUA WEST,UG51950,KITGUM,UG519,NORTH WEST,UG5,Uganda,UG
KULUBA,UG5661355,KOBOKO,UG566135,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
SOUTH DIVISION,UG5662432,KOBOKO MUNICIPALITY,UG566243,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
LOBULE,UG5661352,KOBOKO,UG566135,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
LUDARA,UG5662223,KOBOKO NORTH,UG566222,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
ABUKU,UG5662226,KOBOKO NORTH,UG566222,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
MIDIA,UG5661354,KOBOKO,UG566135,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
NORTH DIVISION,UG5662431,KOBOKO MUNICIPALITY,UG566243,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
DRANYA,UG5661357,KOBOKO,UG566135,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
WESTERN DIVISION,UG5662433,KOBOKO MUNICIPALITY,UG566243,KOBOKO,UG566,NORTH WEST,UG5,Uganda,UG
ALITO,UG51032233,KOLE NORTH,UG5103223,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
AYER,UG510314,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
ABOKE,UG51032231,KOLE NORTH,UG5103223,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
BALA,UG510315,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
AKALO TOWN COUNCIL,UG510319,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
AKALO,UG510312,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
BALA TOWN COUNCIL,UG510318,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
ABOKE TOWN COUNCIL,UG51032234,KOLE NORTH,UG5103223,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
OKWERODOT,UG51032232,KOLE NORTH,UG5103223,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
ALITO TOWN COUNCIL,UG51032235,KOLE NORTH,UG5103223,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
KOLE TOWN COUNCIL,UG510316,KOLE SOUTH,UG51031,KOLE,UG5103,NORTH WEST,UG5,Uganda,UG
PALABEK ABERA,UG58515713,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PADIBE EAST,UG5851574,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PALABEK-GEM,UG5851575,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PALABEK NYIMUR,UG58515714,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PALABEK-KAL,UG5851576,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
AGORO,UG5851571,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
LOKUNG,UG5851572,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
LOKUNG EAST,UG58515717,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
OGILI,UG5851579,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
MADI-OPEI,UG5851573,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PALOGA,UG5851577,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PADIBE WEST,UG5851578,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
ACEBA,UG58515715,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
PADIBE TOWN COUNCIL,UG58515711,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
LAMWO TOWN COUNCIL,UG58515710,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
KATUM,UG58515716,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
POTIKA,UG58515712,LAMWO,UG585157,LAMWO,UG585,NORTH WEST,UG5,Uganda,UG
IWAL,UG5221588,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
AROMO,UG5221581,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
OGUR,UG5221583,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
AYAMI,UG5221586,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
WIODYEK,UG5221589,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
ITEK,UG5221587,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
AGWENG,UG5221584,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
NGETTA,UG5221585,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
LIRA,UG5221582,ERUTE,UG522158,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
RAILWAYS,UG522544,LIRA MUNICIPALITY,UG52254,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
ADYEL,UG522541,LIRA MUNICIPALITY,UG52254,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
OJWINA,UG522543,LIRA MUNICIPALITY,UG52254,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
LIRA CENTRAL,UG522542,LIRA MUNICIPALITY,UG52254,LIRA,UG522,NORTH WEST,UG5,Uganda,UG
OLUFE,UG5771486,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
AWIZIRU,UG57714810,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OLUVU,UG5771484,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
AJIRA,UG5772281,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OLEBA,UG5772283,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OKOKORO TOWN COUNCIL,UG57714812,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
NYADRI,UG5772282,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OBIBA,UG5771489,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
DRAMBU,UG57722810,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
YIVU,UG5772285,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
TARA,UG5772287,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
MARACHA TOWN COUNCIL,UG5772288,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
NYADRI SOUTH,UG5772289,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
ALIKUA,UG5772286,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
KIJOMORO,UG5771481,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
PARANGA,UG5772284,MARACHA EAST,UG577228,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OVUJO TOWN COUNCIL,UG57714811,MARACHA,UG577148,MARACHA,UG577,NORTH WEST,UG5,Uganda,UG
OTCE,UG529737,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
LEFORI,UG529732,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
METU,UG529733,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
LAROPI,UG529736,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
MOYO,UG529734,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
DUFILE,UG529731,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
MOYO TOWN COUNCIL,UG529735,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
ALURU,UG529738,WEST MOYO,UG52973,MOYO,UG529,NORTH WEST,UG5,Uganda,UG
NDHEW,UG533819,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
KUCWINY,UG533813,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
PADWOT,UG5338114,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
NYARAVUR,UG533816,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
ABINDU DIVISION,UG5332521,NEBBI MUNICIPALITY,UG533252,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
JUPANGIRA,UG5338111,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
ALALA,UG5338112,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
ACANA,UG5338113,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
ERUSSI,UG533812,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
AKWORO,UG533811,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
ATEGO,UG533818,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
CENTRAL DIVISION,UG5332522,NEBBI MUNICIPALITY,UG533252,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
THATHA DIVISION,UG5332523,NEBBI MUNICIPALITY,UG533252,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
NEBBI,UG533814,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
PAROMBO TOWN COUNCIL,UG5338110,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
PAROMBO,UG533817,PADYERE,UG53381,NEBBI,UG533,NORTH WEST,UG5,Uganda,UG
PAMINYAI,UG51101429,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
KOCH-GOMA,UG51101423,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
LUNGULU,UG51101428,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
ANAKA (PAYIRA),UG51101422,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
NWOYA TOWN COUNCIL,UG51101425,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
KOCH GOMA TOWN COUNCIL,UG511014211,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
GOT APWOYO,UG51101426,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
ALERO,UG51101421,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
PURONGO,UG51101424,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
PURONGO TOWN COUNCIL,UG511014210,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
LII,UG51101427,NWOYA,UG5110142,NWOYA,UG5110,NORTH WEST,UG5,Uganda,UG
OMORO TOWN COUNCIL,UG5115177,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
LALOGI,UG5115174,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
LABORA,UG51152364,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
KORO,UG51152362,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
ONGAKO,UG51152366,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
AKIDI,UG5115172,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
LAKWAYA,UG5115176,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
ABUGA,UG51152365,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
ORAPWOYO,UG5115178,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
ACET TOWN COUNCIL,UG5115171,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
AREMO,UG51152367,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
PALENGA TOWN COUNCIL,UG51152363,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
ODEK,UG5115175,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
BOBI,UG51152361,TOCHI,UG5115236,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
LAKWANA,UG5115173,OMORO,UG511517,OMORO,UG5115,NORTH WEST,UG5,Uganda,UG
NGAI,UG5761473,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
MINAKULU TOWN COUNCIL,UG5761478,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
LORO,UG5761472,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
OYAM TOWN COUNCIL,UG5761475,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
ACHABA,UG5761471,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
KAMDINI TOWN COUNCIL,UG5761476,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
LORO TOWN COUNCIL,UG5761477,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
OTWAL,UG5761474,OYAM,UG576147,OYAM,UG576,NORTH WEST,UG5,Uganda,UG
PURANGA,UG5501127,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
ATANGA TOWN COUNCIL,UG55019912,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
POROGALI,UG5501993,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
BONGTIKO,UG5501998,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PAJULE,UG5501995,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
ANGAGURA,UG55019910,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
LAPUL,UG5501999,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
ATANGA,UG5501992,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
AJAN,UG5501997,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
OGOM,UG55011212,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PADER TOWN COUNCIL,UG5501128,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
TE-NAM,UG55011213,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
ACHOLI-BUR,UG5501991,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PAJULE TOWN COUNCIL,UG55019913,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PADER,UG5501124,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PUKOR,UG55011214,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
AWERE,UG5501123,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
PAIULA,UG5501994,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
LUNYIRI,UG55011215,ARUU,UG550112,PADER,UG550,NORTH WEST,UG5,Uganda,UG
LAGUTI,UG5501996,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
LATANYA,UG55019911,ARUU NORTH,UG550199,PADER,UG550,NORTH WEST,UG5,Uganda,UG
ODRAVU WEST,UG5531983,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KURU TOWN COUNCIL,UG55311714,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
LODONGA TOWN COUNCIL,UG5531982,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ARAFA,UG5531985,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
LORI,UG55311715,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
WANDI,UG5531974,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ODRAVU,UG5531984,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ARIWA,UG55319811,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ARILO,UG5531973,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
DRAJINI/ARAJIM,UG5531981,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
APO,UG5531178,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ARIA,UG55311717,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KURU,UG5531173,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
MIDIGO,UG5531976,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KOCHI,UG55311713,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KEI,UG5531972,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
YUMBE TOWN COUNCIL,UG5531177,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ROMOGI,UG5531175,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
LODONGA,UG55319810,ARINGA SOUTH,UG553198,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KERWA,UG55319712,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
BIJO,UG55311716,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
KULULU,UG5531179,ARINGA,UG553117,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
MIDIGO TOWN COUNCIL,UG5531971,ARINGA NORTH,UG553197,YUMBE,UG553,NORTH WEST,UG5,Uganda,UG
ATHUMA,UG58715912,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ALANGI,UG5872312,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ATYAK,UG5872311,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ABANGA,UG5871598,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ZOMBO TOWN COUNCIL,UG58715910,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
PAIDHA TOWN COUNCIL,UG5871595,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
JANGOKORO,UG5871592,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
WARR,UG5872319,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
KANGO,UG5872313,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
NYAPEA,UG5871594,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
AKAA,UG5872314,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ZEU,UG5872316,ORA,UG587231,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
PAIDHA,UG5871597,OKORO,UG587159,ZOMBO,UG587,NORTH WEST,UG5,Uganda,UG
ANYARA,UG61291191,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
OGWOLO,UG61291199,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
APAPAI,UG61291195,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
OTUBOI TOWN COUNCIL,UG61291197,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
KALAKI,UG61291193,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
BULULU,UG61291192,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
OTUBOI,UG61291194,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
KAKURE,UG61291196,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
OCELAKUR,UG61291198,KALAKI,UG6129119,KALAKI,UG6129,NORTH EAST,UG6,Uganda,UG
ALITO,UG61241257,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
AKOROMIT,UG61241254,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
OBALANGA,UG61241253,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
ACOWA,UG61241251,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
KAPELEBYONG,UG61241252,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
ACINGA,UG61241256,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
OKUNGUR,UG61241255,KAPELEBYONG,UG6124125,KAPELEBYONG,UG6124,NORTH EAST,UG6,Uganda,UG
LOKORI,UG61301931,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
SANGAR,UG61301932,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
KAWALAKOL,UG613019312,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
LOBALANGIT,UG613019313,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
KARENGA(NAPORE),UG61301938,DODOTH WEST,UG6130193,KARENGA,UG6130,NORTH EAST,UG6,Uganda,UG
